Question,Answer,질문날짜,답변날짜
건설기계조종사면허를 발급 받으려면 어떻게 해야 하나요? 건설기계조종사면허를 발급 받으려면 어떻게 해야 하나요? 관련해서 궁금합니다.,"건설기계조종사면허 발급 시 필요 서류
전국 시구군청 건설기계 조종사면허 발급기관에서 어디서나 가능
공통서류
 신체검사서 - 제1종 운전면허 신체검사서 또는 제1종 자동차운전면허증
 신청일 전 6개월 이내의 증명사진 2장(5cmX4.5cm)
 수수료 2500원
소형건설기계 조종교육 이수자
 소형건설기계조종교육이수증
-3톤미만 지게차를 조종하려는 경우는 제1종보통 또는 제1종대형 운전면허증 필수
국가자격증 소지자
 국가기술자격증 사본 또는 행정정보 공동이용 동의
추가발급자
 기존 건설기계 조종사 면허 반납
 추가 소형건설기계 조종교육 이수증 또는 추가 국가기술자격증",2024-07-02,2024-09-09
타시도 자동차세 체납의 영치 기준 타시도 자동차세 체납이 있을 경우에도 자동차 번호판 영치 대상이 될 수 있나요? 관련해서 궁금합니다.,"2009년부터 전국 지방자치단체 간 지방세 징수촉탁 협약을 체결하여, 각 지방자치단체의 징수금을 전국 지방자치단체가 징수할 수 있도록 상호간 촉탁하여 지방세 체납액 징수의 효율성을 제고하고 세입 증대에 기여하고 있습니다.
자동차세 3회이상 체납한 자동차에 대한 번호판 영치가 가능하고, 번호판이 영치된 경우 체납된 자동차세를 완납 후 영치부서를 방문하셔서 수령하시면 됩니다.
다만, 자동차등록번호판이 영치된 자동차는 자동차관리법 제10조 4항에 의하여 운행이 금지되어 있습니다. 따라서 자동차등록번호판이 영치가 된 경우 영치된 차량을 운행하지 마시고 다른 교통수단을 이용하여 방문하시어 번호판을 수령하시기 바랍니다.",2024-07-02,2024-09-09
성북구 어르신들이 동네의원에서 주치의를 연결할 수 있는지 궁금합니다. 성북구 어르신들이 동네의원에서 주치의를 연결할 수 있는지 궁금합니다. 만성질환이 있는 어르신들이 동네의원 의사들을 주치의로 연결하여 건강관리를 받을 수 있을까요? 관련해서 궁금합니다.,"안녕하세요.
성북구에서 만성질환이 있는 어르신들의 건강관리를 위하여 '어르신 건강주치의 사업'을 추진하고 있습니다.
성북구 어르신건강주치의 사업에 대하여 안내드립니다.
65세이상 어르신 중 만성질환을 보유한 성북구민에게 보건/의료/복지 포괄관리서비스를 제공하는 성북구 특화사업입니다.
관내 협력 의료기관 32개소(2024.기준)에서 만성질환을 관리하며 지역사회 내 나의 주치의를 지정하여 지역사회에서 건강하게 노년을 맞이 하자는 취지입니다.
* 대상: 관내 65세 이상 만성질환자 (해당자 중 관내 협력 의료기관 이용자)
* 서비스 내용 : 보건/의료/복지 통합관리 서비스 제공
  - 보건소 전담간호사의 주기적 방문 건강관리서비스
  - 일차의료기관 전담 건강주치의의 노인건강종합평가에 따른 맞춤형 건강관리서비스
  - 동 주민센터 사회복지서비스 지원 연계
  - 보건소 내/외부 프로그램 연계
  - 각종 건강정보 제공(예방접종, 검진 
* 절차 : 보건소 전화/방문 신청 (8층 건강정책과 02-2241-5922~
* 선정기준 : 65세 이상, 만성질환(고혈압, 당뇨, 고지혈증 보유, 협력 의료기관 이용
협력 의료기관 및 자세한 안내 사항은 성북구보건소 건강정책과로 문의바랍니다.
(02-2241-5922~",2024-07-02,2024-09-09
보건증 검사 문의드립니다 보건증 검사를 하러 방문 예정인데 따로 예약이 필요한가요? 보건증 검사는 어떤 검사를 하고 검사 후 며칠 뒤 보건증 발급이 되나요? 관련해서 궁금합니다.,"안녕하십니까? 먼저 귀하의 구정에 관심을 가져주셔서 감사합니다.
 귀하께서 문의하신 ""보건증 검사""에 대하여 답변드리고자 합니다.
 보건증 검사시 따로 예약은 필요하지 않으며, 오전 접수시간 09:00~11:30, 오후 접수시간 13:00~17:30분에 맞춰
   신분증을 지참하시고 내방하여 주시면 됩니다. 보건증 검사는 흉부결핵과 항문면봉 두가지 검사를 진행하며,
   보건증 검사 후, 평일 5일 후에 보건증 발급이 가능합니다. 보건증 발급은 방문 발급 및 온라인 발급 모두 가능합니다.
 귀하의 구정에 대한 관심에 다시 한번 감사드리며, 더 궁금한 사항은 건강정책과(2241-5909)로 연락주시면
   친절하게 안내해 드리도록 하겠습니다. 늘 건강하시고 가정에 기쁨과 행복이 가득하시길 기원합니다.",2024-07-02,2024-09-09
성북구 구정소식 문자알림서비스 신청 방법 성북구 구정소식 문자알림서비스는 어떻게 신청하나요? 관련해서 궁금합니다.,"우리 구는 구정소식 문자알림서비스를 통해 재난관련, 구정소식, 문화행사, 지원사업 등 유익한 생활정보를 제공하고 있습니다.
구정소식 문자알림서비스를 제공받기를 원하시면 <성북구청 홈페이지 - 참여마당 - 문자알림서비스 신청/해지>를 통해 신청 가능합니다.",2024-07-01,2024-09-09
삼척수련원 이용 신청 방법 안내 삼척수련원 이용 신청 방법 안내 관련해서 궁금합니다.,"삼척수련원 이용 대상자: 성북구민(성북구에 주민등록이 되어 있는 거주자) 및 단체
 수련원 이용기간
- 상시운영기간: 10월~6월 [매월 20일~25일 성북구청 홈페이지에서 접수]
- 하절기 집중운영 기간: 7월~9월
 수련원 소재지: 강원특별자치도 삼척시 근덕면 상맹방길 398-4(상뱅방리 266-
 수련원 사용료(1개 동 1박 기준)
구 분 구민 및 직원
(퇴직공무원 포함) 단 체
(20인 이상) 기초생활수급권자 ·
소년(가장 · 등록장애인
사용료 3,000원 2,000원 무 료
 2024년 하절기 운영 개요
 운영기간 : 2024.  10.( ~  29.( 총 37회차 운영 (1회 2박 3일)
 운영시설 : 캠핑용데크 24개, 방갈로 10개(총 34개)
 각 동주민센터 회차별 1개, 인터넷 접수 회차별 14개
 안내 및 홍보 : 구청 홈페이지 및 동 홈페이지·게시판 등 
 신청기간 : 2024.  27.( ~  (",2024-07-01,2024-09-09
성인 B형간염 예방접종 가능한지 문의드립니다. 성북구 보건소에서 성인 B형간염 예방접종 가능한지 문의드립니다. 관련해서 궁금합니다.,"성북구 보건소에서 B형간염 예방접종(성인)이 가능합니다.
B형간염 예방접종
접종대상 : B형간염 항원·항체 모두 음성인 분
접종일정 : 0, 1, 6개월 일정으로 접종(3회)
접종시기 : 연중(토·일요일, 법정공휴일은 제외)
준비물 : 신분증, B형간염 항원·항체 검사결과지
수수료 : 6,700원(소인 : 3,350원)
접종장소 : 성북구보건소 1층 예방접종실 (02-2241-6013, 6019)
 접종수수료(유료)는 약품구매금액에 따라 변동될 수 있습니다.",2024-07-01,2024-09-09
주민참여예산 위원 참여 방법이 궁금해요 주민참여예산 위원 참여 방법 관련해서 궁금합니다.,"주민참여예산위원으로 활동하기 위해서는 주민참여예산학교를 수료하셔야 합니다.
수강생은 매년 2월경 모집공고를 통해 모집하고 있으며 교육수료 후 공개추첨을 통해 주민참여예산위원으로 선출 됩니다.
임기는 2년이며 1회 연임이 가능합니다.
위원으로 선출되시면 제안사업 심사, 모니터링 등 주민참여예산 운영을 위해 여러가지 활동을 하게 됩니다.",2024-07-01,2024-09-09
"성북구 통장 선출 방법에 대하여 통장 선출 방법, 통장 임기, 통장 재위촉 절차에 대하여 궁금합니다 관련해서 궁금합니다.","서울 성북구의 통장 임기, 위촉절차, 통장의 역할 및 임무 등에 관해 알려 드립니다.
성북구는 ""서울 성북구 통장 및 반장 임명 등에 관한 시행규칙""에 따라 통장을 위촉하고 관리하고 있습니다.
통장의 임기는 ""서울 성북구 통장 및 반장 임명 등에 관한 시행규칙 제2조(통장의 임기)""에 따라 2년으로 하되, 두 차례 연임할 수 있습니다. 연임 시 통장심사위원회의 재위촉에 대한 심사를 거쳐 적격자에 한해 재위촉하고 있으며, 두 차례 연임 후, 1회 이상 공개모집 후에도 신규위촉 대상자가 없는 불가피한 경우 추가적으로 두차례 연임할 수 있습니다.
통장의 신규위촉은 ""서울특별시 성북구 통장 및 반장 임명 등에 관한 시행규칙 제3조(통장 및 반장의 위해촉)""에 따라 공개모집하여 통장심사위원회의 심사를 거쳐 동장이 위촉하도록 되어 있습니다.
통장심사위원회의 설치 및 운영은 ""서울 성북구 통장 및 반장 임명 등에 관한 시행규칙 제4조(통장심사위원회)""에 따라 동장이 설치 및 운영합니다. 위원회는 동단위별 비상설기구로 하고, 위원장을 포함하여 7명으로 성별을 고려하여 구성합니다. 위원장은 동장으로 하며, 위원은 통장, 주민자치회 위원, 외부기관장, 직능단체장, 주민대표 등 학식과 덕망이 있는 각계각층의 사람 중에서 동장이 위촉합니다.
각 동의 동장은 서울 성북구 통장 및 반장 임명 등에 관한 시행규칙 및 통반장제도 운영지침에 따라 통장심사위원회를 구성하고 심사기준을 마련합니다. 또한, 통장심사위원회의 엄중한 심사를 거쳐  통장의 임무를 충실히 수행할 적임자를 위촉하여 운영하고 있습니다.",2024-07-01,2024-09-09
성북구 통장의 역할 및 임무가 궁금합니다 통장의 역할 및 임무가 궁금합니다 관련해서 궁금합니다.,"성북구 통장의 역할 및 임무에 대해 알려 드립니다.
성북구 각 동의 통장은  ""서울 성북구 통·반 설치 조례 제7조(임무)""에 따라  우리 지역사회의 발전을 위해 행정 복지 지원, 재난 예방 및 대처 등 여러 역할 및 임무를 수행합니다. 조례에 규정된 임무는 아래와 같습니다.
 반장 또는 반원의 지도 및 반상회 운영 지도
 행정시책의 홍보와 주민의 여론, 건의사항의 보고
 주민의 거주사실 확인 및 통반 관리
 각종 시설 확인
 구 추진 주요사업 등 시책사업의 추진 및 협조
5의2. 자치회관 운영의 활성화를 위한 협조
 통반원의 비상연락 훈련
 전시 홍보 및 주민지도(전시에 한함)
 전략자원의 동원과 전시 생필품 배급(전시에 한함)
 사회 안전망 구축의 중추적 역할 등 새로운 임무개발 및 참여유도
10. 구민과 행정기관과의 소통에 중추적인 역할
11. 복지대상자 생활실태 파악과 틈새계층위기가정 발굴 연계
12. 법령에 따라 부여된 임무 및 그 밖에 동행정에 필요한 사항
    - 주민등록 신고사항의 사후확인(주민등록법 시행령 제15조)
    - 통 민방위 대장(민방위기본법 제19조)
    - 거소투표 신고자 거동 여부 확인(공직선거빕 제38조)
    - 긴급지원 대상자 신고의무(긴급복지지원법 제7조)",2024-07-01,2024-09-09
친환경 학교급식(무상급식)이란 어떤 사업인가요 성북구의 학교급식 지원사업 및 공공급식 지원사업은 어떤 내용인가요? 관련해서 궁금합니다.,"□ 사업목적
❍ 보편적 교육복지 실현을 위한 유치원 및 학교급식 확대
❍ 어린이집 및 학교 등 교육기관에 양질의 안전한 먹거리 지원 제공
□ 사업개요
❍ 사업기간 : 2024.  ~ 12. (2010.10월 성북구 무상급식 시행)
❍ 사업내용 : 유치원·학교 및 어린이집에 급식경비 및 우수식재료비 지원
- [학교급식] 유치원 및 학교에 급식경비 및 친환경쌀 차액지원비 지원
- [공공급식] 어린이집에 우수 식재료 구입비 지원
❍ 사업예산 : 8,590백만원 (학교급식 8,180, 공공급식 410)
    학교급식 공공급식
친환경 학교급식 친환경 쌀 차액 우수 식재료
대 상 유치원, 초중고 유치원, 초중고 어린이집
지원단가
1인/1식( 󰋻유치원 (공립)4,264 (사립)6,578 󰋻유치원, 초 70
󰋻중 120
󰋻고 130 380
󰋻초 (공립)4,093 (사립)5,939
󰋻중 (공립)4,493 (사립)6,668
󰋻고 (공립)4,692 (사립)6,920
□ 2023년 추진실적
❍ 친환경학교급식 및 친환경 쌀 지원 : 7,489백만원(108개교, 40,042명)
❍ 공공급식 지원 : 356백만원 (234개소, 8,159명)",2024-06-28,2024-09-09
"사랑의 PC(중고PC) 신청방법 중고PC를 보급받고 싶은데요, 신청방법을 알려주세요. 관련해서 궁금합니다.","저희 성북구에서는 정보취약계증의 정보격차 해소를 위한 사업의 일환으로
기관에서 사용하던 중고PC를 정비하여 성북구민을 대상으로 보급하고 있습니다. 
 보급대상: 장애인, 기초생활수급자, 한부모가정, 다문화가정, 국가유공자 등의 개인과 
     사회복지시설, 사회복지기관, 경로당 등의 단체 
      최근 2년이내 성북구 또는 서울시로부터 보급받은 이력이 없는 개인 및 단체
 보급품목: 컴퓨터, 모니터, 키보드, 마우스
 신청방법: 관내 동 주민센터 방문 신청(지격대상 검증시행)
 보급후 2년상 무상 수리 진행",2024-06-28,2024-09-09
